id,country,poor
60580,C,0.54264456
14913,C,0.45697084
16062,C,0.6756014
35736,C,0.68250346
7801,C,0.8456354
75467,C,0.29976735
86494,C,0.4409207
24165,C,0.2470753
89781,C,0.727161
55769,C,0.30938014
25737,C,0.6323648
19649,C,0.8305822
43635,C,0.7448168
40083,C,0.260972
63677,C,0.21744597
2316,C,0.51106006
83308,C,0.7037238
90000,C,0.5173074
30970,C,0.46925974
37389,C,0.56848836
24687,C,0.29509008
41525,C,0.5342544
30918,C,0.2916936
37226,C,0.594282
19708,C,0.46077693
42003,C,0.3819894
28658,C,0.5730112
87094,C,0.38155928
45065,C,0.32387292
69295,C,0.45634446
19955,C,0.58292544
92924,C,0.64836586
60729,C,0.14168718
23950,C,0.8298884
71826,C,0.31551757
86209,C,0.64499354
91305,C,0.49710023
98636,C,0.5669109
81424,C,0.6797789
74411,C,0.36062646
68163,C,0.24237218
6948,C,0.57616574
58415,C,0.7666193
29130,C,0.48497054
30719,C,0.5622007
95502,C,0.6756548
87217,C,0.20011108
18040,C,0.8349267
39879,C,0.4810764
25441,C,0.54528004
91640,C,0.41975382
13782,C,0.413354
26192,C,0.511536
5608,C,0.26793104
39647,C,0.55811363
39208,C,0.56916165
94017,C,0.8511889
61442,C,0.66406405
27361,C,0.7723045
13996,C,0.29854366
88284,C,0.39664158
29875,C,0.36228377
49008,C,0.08254107
8012,C,0.5849037
13882,C,0.1062666
75185,C,0.54847
91705,C,0.72445863
3848,C,0.7566474
91120,C,0.7351112
74143,C,0.45163485
3017,C,0.39918202
96373,C,0.53616565
45029,C,0.31463578
67261,C,0.5367016
11108,C,0.698509
35374,C,0.67416555
52297,C,0.6412679
39080,C,0.68972254
8340,C,0.46927953
72395,C,0.76882774
93173,C,0.5415315
80539,C,0.5745128
89564,C,0.56701463
82173,C,0.8016492
78360,C,0.5599989
90671,C,0.62092984
40074,C,0.5543732
10932,C,0.6768216
40909,C,0.4366259
34302,C,0.5488681
57005,C,0.5425958
59096,C,0.22589566
92401,C,0.27171966
6524,C,0.25424656
58579,C,0.5642092
3085,C,0.41160554
6856,C,0.3400097
97891,C,0.69926304
51077,C,0.7579252
34407,C,0.9738511
25084,C,0.19404252
11830,C,0.47362623
83647,C,0.79956293
12178,C,0.45000038
57392,C,0.3414447
72415,C,0.44918302
37369,C,0.46108633
2248,C,0.6116189
35076,C,0.6358297
76331,C,0.25054273
51576,C,0.6293049
85915,C,0.51504815
31856,C,0.42259726
79403,C,0.48464674
13571,C,0.40947828
52265,C,0.8444599
2892,C,0.9111588
3368,C,0.59388727
73382,C,0.41165987
51658,C,0.47278365
35395,C,0.12699424
67741,C,0.5966171
62691,C,0.36177474
93960,C,0.8497046
88436,C,0.770193
51558,C,0.7276987
41922,C,0.25412986
15355,C,0.54698145
99219,C,0.3851345
84955,C,0.22459969
27327,C,0.14980878
11506,C,0.44432995
32892,C,0.45330644
87901,C,0.23464707
7327,C,0.60325676
26743,C,0.4314183
16605,C,0.44010282
4180,C,0.49561563
56373,C,0.51253176
56923,C,0.5781153
93220,C,0.76516765
62069,C,0.23822913
77967,C,0.51710504
43804,C,0.64102304
78851,C,0.61911297
38238,C,0.63267285
3824,C,0.604839
25478,C,0.6108019
90548,C,0.35392463
40961,C,0.656433
48313,C,0.8504191
44701,C,0.75926507
66883,C,0.6192252
16456,C,0.7288512
78057,C,0.39312315
1476,C,0.08767664
62442,C,0.6945555
50060,C,0.33124596
79836,C,0.2058999
57055,C,0.657745
90736,C,0.43857443
49349,C,0.37564883
79895,C,0.29382667
44552,C,0.12128983
92486,C,0.7821133
26487,C,0.50445276
26587,C,0.7051699
276,C,0.8040595
39337,C,0.5164227
30889,C,0.41838995
67107,C,0.24476713
75817,C,0.60690624
18286,C,0.45054948
38862,C,0.14364484
70490,C,0.27227038
37216,C,0.36192703
37529,C,0.16054322
57107,C,0.6017941
52342,C,0.20721859
36778,C,0.72089237
53476,C,0.70466363
58104,C,0.7426257
83074,C,0.59816456
9827,C,0.54922384
91807,C,0.5046572
38243,C,0.14118296
83342,C,0.54538876
73164,C,0.6403219
7778,C,0.750803
43947,C,0.47065482
59001,C,0.66528815
2213,C,0.40007135
1649,C,0.48070818
70627,C,0.7278607
86733,C,0.31830359
50482,C,0.78379416
18959,C,0.25709566
34411,C,0.48305458
43251,C,0.7295088
82258,C,0.27252916
16110,C,0.43298894
96938,C,0.35010117
79709,C,0.45442498
18105,C,0.67892665
13604,C,0.49724153
66266,C,0.44472116
52841,C,0.4781522
57297,C,0.6122093
92270,C,0.5014949
1695,C,0.626325
36619,C,0.2808995
6081,C,0.33217862
83190,C,0.6085015
53763,C,0.6903361
15368,C,0.33736295
67820,C,0.63998586
13577,C,0.6222651
56329,C,0.4707433
62124,C,0.78583866
18322,C,0.2410351
72136,C,0.6865662
84641,C,0.8831294
49887,C,0.81162566
95580,C,0.5595787
16558,C,0.6552504
61930,C,0.38825086
38807,C,0.34068078
82865,C,0.33121988
87034,C,0.4976723
32360,C,0.61226535
91142,C,0.5445952
15720,C,0.20351516
37628,C,0.6077929
8768,C,0.5919717
48602,C,0.31410626
3356,C,0.21702473
76230,C,0.28148568
45811,C,0.6482316
83303,C,0.459408
23790,C,0.67496854
94084,C,0.46824467
55072,C,0.6791456
86863,C,0.49152052
89986,C,0.24652237
87063,C,0.34859598
36347,C,0.7127807
58194,C,0.92956877
30942,C,0.8116932
84370,C,0.37738082
24971,C,0.47699153
2388,C,0.62758183
93818,C,0.57482123
91208,C,0.20642284
62208,C,0.7498725
45695,C,0.64361364
79030,C,0.30479926
91520,C,0.8085502
63074,C,0.5659509
5802,C,0.6262075
40930,C,0.8416098
73508,C,0.7269085
29461,C,0.6786365
96699,C,0.25027576
14323,C,0.18594699
7998,C,0.42203727
63086,C,0.6146054
90661,C,0.58534414
34181,C,0.5362291
24663,C,0.6903342
12507,C,0.6069183
68643,C,0.66956043
93141,C,0.67078984
22593,C,0.38456208
71546,C,0.7197702
96604,C,0.30895063
7864,C,0.7829306
38489,C,0.57034445
91077,C,0.5527338
62603,C,0.29029816
28087,C,0.58989125
29531,C,0.68083507
18529,C,0.6015884
76971,C,0.6219452
48531,C,0.20554931
94599,C,0.5463716
16241,C,0.34836337
31089,C,0.5772482
75575,C,0.47732413
31421,C,0.62309986
50948,C,0.6840345
17484,C,0.2966188
34516,C,0.36474138
81603,C,0.5943767
31319,C,0.16034758
85881,C,0.6434142
59307,C,0.7509813
30998,C,0.45984352
25197,C,0.5493588
72042,C,0.7088887
82795,C,0.1414863
45206,C,0.63060987
74030,C,0.82811916
99485,C,0.35970443
37606,C,0.7547269
72071,C,0.82692087
12842,C,0.8038684
17965,C,0.78384435
60365,C,0.10462028
91492,C,0.65841794
7715,C,0.53189653
62784,C,0.4639817
61841,C,0.8062866
68287,C,0.92156804
5811,C,0.82585484
48114,C,0.6444733
58980,C,0.58310837
96719,C,0.76514584
54801,C,0.51091045
41248,C,0.6215931
9374,C,0.4469947
55168,C,0.33524328
43518,C,0.5248595
67196,C,0.38896748
36627,C,0.6440924
3232,C,0.8269237
78145,C,0.6364811
84009,C,0.3397265
9571,C,0.632121
46675,C,0.16427787
488,C,0.57240784
24609,C,0.11307579
38318,C,0.6729059
47107,C,0.5348176
76689,C,0.65783304
99647,C,0.61423063
76783,C,0.51960343
45926,C,0.10206347
65632,C,0.82771504
8908,C,0.484844
26143,C,0.2751639
44513,C,0.82677245
74634,C,0.6660436
11033,C,0.79537773
98313,C,0.58505005
67375,C,0.33092412
52706,C,0.58013266
99457,C,0.7473678
75460,C,0.6576452
76022,C,0.71554595
81752,C,0.2644909
50796,C,0.6075062
69864,C,0.6312806
52079,C,0.65310496
44054,C,0.39712766
22835,C,0.81613106
38953,C,0.83198303
3304,C,0.6531944
76902,C,0.47856286
52447,C,0.28649646
42876,C,0.8129071
26179,C,0.5632868
82304,C,0.49249852
77557,C,0.5823431
30362,C,0.40552813
72680,C,0.47824323
58257,C,0.6294734
45440,C,0.16076043
91330,C,0.4370177
94020,C,0.8119705
17240,C,0.5448525
52162,C,0.68993104
51876,C,0.33961093
71898,C,0.7012451
28865,C,0.8271683
7658,C,0.47132212
24369,C,0.39117566
62413,C,0.47558144
77168,C,0.55751127
45694,C,0.37890917
97304,C,0.5047999
57590,C,0.6492387
58399,C,0.965433
6681,C,0.51859933
52600,C,0.75622344
94342,C,0.35649654
13682,C,0.5910011
63837,C,0.523378
14976,C,0.5139547
98015,C,0.6326341
44754,C,0.6637358
53410,C,0.49830145
20429,C,0.7949507
56891,C,0.11164675
36479,C,0.53528786
26947,C,0.48903558
23654,C,0.75068957
31375,C,0.39495748
30153,C,0.67769974
76930,C,0.4725691
5620,C,0.5680166
84157,C,0.49124664
25366,C,0.92866987
61159,C,0.17147198
80974,C,0.2359622
24997,C,0.28658247
43878,C,0.38608453
34446,C,0.6116252
79803,C,0.20874794
89920,C,0.30939174
10587,C,0.16240138
66830,C,0.27662334
11079,C,0.37210524
70155,C,0.8267462
63052,C,0.1959922
52916,C,0.39140618
20079,C,0.83695513
35884,C,0.7522843
25883,C,0.71987325
59513,C,0.8564653
15571,C,0.48831484
58963,C,0.53131336
69438,C,0.92880106
68917,C,0.2596015
84709,C,0.43107826
12191,C,0.26637864
99395,C,0.4662178
55282,C,0.37395108
8709,C,0.35780835
68285,C,0.7534372
82405,C,0.35563606
26785,C,0.48551205
28061,C,0.3920767
80375,C,0.25647056
36982,C,0.39413399
30790,C,0.751079
8710,C,0.32485667
50248,C,0.32804224
88104,C,0.66079533
70850,C,0.39803752
14253,C,0.13331915
34337,C,0.42357832
251,C,0.3690531
64207,C,0.2607643
97047,C,0.7838397
24819,C,0.2959899
28290,C,0.2493909
7654,C,0.4201318
21949,C,0.45011714
50539,C,0.6051826
63452,C,0.7450083
88408,C,0.8380627
21933,C,0.8259209
48294,C,0.73077404
74369,C,0.88118035
29235,C,0.7704836
55869,C,0.3796972
25341,C,0.610549
43455,C,0.79015034
58991,C,0.6852037
44862,C,0.45613414
31676,C,0.7805894
43855,C,0.6142138
97448,C,0.5811255
97352,C,0.6088075
66371,C,0.52049404
62913,C,0.63683134
25719,C,0.21414702
17967,C,0.7041012
64316,C,0.22964816
97590,C,0.3630407
27273,C,0.6976534
83849,C,0.16349676
78008,C,0.5652215
43609,C,0.41858706
65886,C,0.35888648
55178,C,0.4348564
15974,C,0.30332726
57250,C,0.6461586
66754,C,0.48180556
59421,C,0.89916223
76987,C,0.42123058
28527,C,0.15444264
36061,C,0.17205913
6127,C,0.65888506
23262,C,0.385373
66582,C,0.5737519
3052,C,0.8366143
24323,C,0.69633543
83046,C,0.6987367
80790,C,0.37944758
52889,C,0.6482725
72948,C,0.38523117
32852,C,0.58094585
24760,C,0.3819656
20550,C,0.7332599
96434,C,0.52576494
9703,C,0.4868953
22200,C,0.45052838
14791,C,0.1922416
20952,C,0.34099528
91621,C,0.48364913
15911,C,0.7252932
27875,C,0.41093555
65306,C,0.2281952
47574,C,0.3748698
76016,C,0.57552266
19895,C,0.36881804
16113,C,0.8221089
40142,C,0.9795136
68405,C,0.5201117
60555,C,0.53464866
89701,C,0.4255163
99648,C,0.708569
69363,C,0.540965
9773,C,0.38453203
18000,C,0.46025255
90038,C,0.5119375
4798,C,0.4881358
77540,C,0.7635726
71044,C,0.36838764
40860,C,0.3608471
2598,C,0.6463596
69206,C,0.70760834
80544,C,0.55167943
31029,C,0.6586918
91441,C,0.6520736
37171,C,0.45841363
64189,C,0.10389117
47225,C,0.8933817
50730,C,0.46140203
87936,C,0.2900048
8624,C,0.43678772
56797,C,0.6993575
13970,C,0.32027134
86813,C,0.5127357
59109,C,0.46802872
54264,C,0.8425546
5500,C,0.9385191
22928,C,0.44812176
35568,C,0.472517
81045,C,0.8556137
85167,C,0.112154685
4786,C,0.52949613
92022,C,0.4373338
81112,C,0.7045816
15830,C,0.44003487
51845,C,0.24920313
33661,C,0.29575095
48522,C,0.52347195
31341,C,0.4884946
51527,C,0.23062511
7473,C,0.3624384
50016,C,0.46760967
4739,C,0.3583421
85695,C,0.6203028
93486,C,0.54218525
69256,C,0.65832925
61657,C,0.5006572
40822,C,0.28502005
88306,C,0.7054606
29987,C,0.43150946
22560,C,0.5282842
7481,C,0.39068076
5389,C,0.26329523
11532,C,0.40401056
34324,C,0.79503316
59666,C,0.58453375
99186,C,0.30651203
23784,C,0.59898525
94270,C,0.88121927
75279,C,0.25365147
57527,C,0.53167635
87289,C,0.71628815
54545,C,0.25558078
59678,C,0.81565046
96966,C,0.8655932
25185,C,0.50992495
53534,C,0.36339182
91899,C,0.41573673
52710,C,0.84472275
88423,C,0.51132554
21995,C,0.69078004
68912,C,0.6116895
77737,C,0.7588664
4046,C,0.22348692
93286,C,0.7558086
76381,C,0.6504663
18429,C,0.48571685
74361,C,0.6710313
73886,C,0.13370407
14335,C,0.5038412
5096,C,0.8404906
98331,C,0.45113748
22982,C,0.106167644
53362,C,0.42085922
14329,C,0.37107337
24712,C,0.2597643
20641,C,0.63761866
90483,C,0.24376889
74746,C,0.4011219
16760,C,0.6382924
13353,C,0.55165267
87589,C,0.83314955
78809,C,0.43027514
66187,C,0.4318197
23972,C,0.56697214
27044,C,0.30954516
66583,C,0.64301825
30405,C,0.18193664
11287,C,0.44796568
22258,C,0.6419489
32344,C,0.4502318
52324,C,0.17111258
50840,C,0.7086021
49902,C,0.80053854
81144,C,0.5097023
21078,C,0.6504402
19356,C,0.733059
93508,C,0.4853627
51882,C,0.5188977
50925,C,0.13879
46320,C,0.53999317
75402,C,0.5413599
31787,C,0.6026679
68272,C,0.8311856
98937,C,0.4208027
50129,C,0.608581
81323,C,0.6663701
47620,C,0.4861711
1469,C,0.46760514
45456,C,0.75974286
36554,C,0.51200897
30724,C,0.39747107
68452,C,0.5171774
71394,C,0.2812792
91450,C,0.41136038
55436,C,0.50075614
51810,C,0.5443034
60205,C,0.22822163
84563,C,0.62951845
18435,C,0.92920375
55042,C,0.82284534
40456,C,0.75168806
4850,C,0.7307081
28026,C,0.2929855
63189,C,0.59954053
85308,C,0.5969051
66177,C,0.7431348
43582,C,0.43263066
76356,C,0.4101268
83987,C,0.7230084
28842,C,0.6862156
62770,C,0.4525291
39450,C,0.56393355
96588,C,0.669504
28007,C,0.7214003
65264,C,0.66065985
75803,C,0.35983193
36217,C,0.75875056
25252,C,0.50649977
18950,C,0.5147729
53159,C,0.39551547
69545,C,0.6017313
50609,C,0.6659864
24134,C,0.12124025
6503,C,0.8109171
85195,C,0.54778486
91839,C,0.72745913
5729,C,0.67144984
21236,C,0.54028046
90500,C,0.42574263
80768,C,0.49037856
98528,C,0.3105182
77753,C,0.5855789
20204,C,0.827816
771,C,0.5131103
60356,C,0.7352761
7052,C,0.15325502
89496,C,0.12429683
66421,C,0.71326876
98909,C,0.304336
2656,C,0.7398443
62792,C,0.64142406
23100,C,0.5866489
13953,C,0.49553132
87446,C,0.19258335
46057,C,0.79760605
66117,C,0.6434608
51055,C,0.28431502
64825,C,0.33019432
97412,C,0.7803695
19489,C,0.3973464
35078,C,0.35956684
32944,C,0.7327182
57279,C,0.49244457
92989,C,0.19456686
66239,C,0.36105612
84216,C,0.27703124
5273,C,0.5992014
6811,C,0.79592437
67961,C,0.5641955
92473,C,0.8412353
81981,C,0.38324565
66291,C,0.73964095
62195,C,0.71757895
7279,C,0.509083
10882,C,0.41529357
13942,C,0.48457956
66393,C,0.64957595
99171,C,0.8213155
19235,C,0.69923925
621,C,0.5778144
82084,C,0.75252354
7177,C,0.86609614
59704,C,0.6960589
26845,C,0.6839774
54974,C,0.699245
22241,C,0.77375984
94500,C,0.48559004
65572,C,0.6329403
35286,C,0.41743997
50904,C,0.31696114
87733,C,0.7445469
74279,C,0.19591402
73949,C,0.65821254
48876,C,0.2734517
173,C,0.5525253
78197,C,0.112118065
3790,C,0.58912826
82674,C,0.36048627
34851,C,0.69533694
73162,C,0.66861767
74638,C,0.37437025
89879,C,0.4601192
41846,C,0.33320525
29215,C,0.79308563
3929,C,0.55255944
10908,C,0.81583947
79315,C,0.47250926
25861,C,0.5631508
31710,C,0.63498414
43902,C,0.42384353
74040,C,0.75182474
36319,C,0.46282506
74716,C,0.6739818
66980,C,0.7857122
11059,C,0.6710754
61248,C,0.59000987
51277,C,0.33718866
26946,C,0.67057073
24181,C,0.26680142
44153,C,0.27590626
97816,C,0.5696036
44250,C,0.38067758
7238,C,0.42396393
70147,C,0.70051533
62774,C,0.4517374
4987,C,0.59469396
99558,C,0.45867887
86860,C,0.18271317
43169,C,0.56066966
28111,C,0.49162832
91000,C,0.27880222
34069,C,0.47063634
23182,C,0.7927193
69977,C,0.5142239
77218,C,0.74939054
56947,C,0.8780097
44635,C,0.45563716
15933,C,0.8865372
89949,C,0.75990844
53327,C,0.93172914
43217,C,0.6072774
85494,C,0.5597066
86154,C,0.76998687
59030,C,0.84121823
18788,C,0.7176983
65186,C,0.31212583
6149,C,0.5039261
20281,C,0.42680055
51281,C,0.7685872
53111,C,0.95137227
56210,C,0.5566233
36376,C,0.6870159
50697,C,0.9163474
57201,C,0.6984013
10089,C,0.69785017
4844,C,0.5648333
45161,C,0.6825837
85240,C,0.40084517
23146,C,0.24064797
19894,C,0.7499201
72360,C,0.3631234
16665,C,0.2907737
53753,C,0.46608463
35830,C,0.46871746
29653,C,0.506145
62444,C,0.8906889
39556,C,0.8653087
66768,C,0.8897143
47951,C,0.14387195
34116,C,0.43639246
53388,C,0.76207685
68726,C,0.17971683
23986,C,0.5992876
99059,C,0.6236606
42047,C,0.86915153
58004,C,0.65823466
43267,C,0.33935624
27277,C,0.42642513
18908,C,0.56152743
18069,C,0.39683095
48312,C,0.16839744
35195,C,0.31531176
91964,C,0.43787757
69220,C,0.596326
91065,C,0.5783816
44172,C,0.33507705
54665,C,0.2778604
40948,C,0.5772785
25660,C,0.23626111
21230,C,0.6793147
94369,C,0.2620947
28568,C,0.39920104
47543,C,0.641299
38934,C,0.13446957
81428,C,0.39412284
43916,C,0.1031172
66273,C,0.9042353
31346,C,0.23253131
47812,C,0.39551875
9138,C,0.3751374
12383,C,0.31255046
52853,C,0.37364724
73717,C,0.8976892
74905,C,0.62128174
69890,C,0.39110115
41042,C,0.37195244
72271,C,0.55984646
82486,C,0.4930678
60457,C,0.84459937
10225,C,0.5347095
78639,C,0.25793877
34984,C,0.57629716
44533,C,0.47718474
86359,C,0.48283058
2233,C,0.8431178
43712,C,0.11874155
16856,C,0.8034901
59931,C,0.7035259
17762,C,0.62891173
84083,C,0.65020156
61843,C,0.61017525
19781,C,0.2879898
63888,C,0.32888034
15809,C,0.64866674
93155,C,0.80924535
11165,C,0.2822347
20861,C,0.24317953
26365,C,0.6617303
47437,C,0.7092132
18543,C,0.14961395
48812,C,0.1844971
8896,C,0.30305153
30011,C,0.57825273
44759,C,0.25305024
12135,C,0.29498318
13232,C,0.7794926
64012,C,0.42362204
34719,C,0.116683416
82787,C,0.33144933
52524,C,0.6307662
76980,C,0.5421831
83435,C,0.6205704
17778,C,0.5413836
34712,C,0.3996611
65270,C,0.2979302
72074,C,0.63052654
76799,C,0.69158304
26200,C,0.72279656
85226,C,0.7378783
8205,C,0.43261656
63117,C,0.79866904
96852,C,0.48085502
44569,C,0.80768573
86313,C,0.34980512
44454,C,0.57678884
69296,C,0.21339932
91152,C,0.55890685
83770,C,0.15765055
39304,C,0.3599625
32065,C,0.64951247
27399,C,0.36318517
57641,C,0.33356196
81370,C,0.84919775
93870,C,0.5593804
12458,C,0.70789236
52792,C,0.5065045
73326,C,0.8354349
79656,C,0.6988749
74725,C,0.82817733
69597,C,0.7044782
57898,C,0.6239069
41665,C,0.4763628
85065,C,0.6747519
65016,C,0.79484075
42743,C,0.47608986
27053,C,0.7580821
89335,C,0.627778
67497,C,0.6912623
91395,C,0.5175433
27860,C,0.74248195
2180,C,0.5455205
35716,C,0.20990777
27467,C,0.20027009
66731,C,0.1864282
90479,C,0.42942166
50912,C,0.49505553
31229,C,0.35120344
88317,C,0.57370347
71449,C,0.5272085
18151,C,0.6185344
80399,C,0.6171623
73181,C,0.34784833
49823,C,0.4352251
60834,C,0.5331576
53463,C,0.1844152
51559,C,0.9327167
49413,C,0.3510001
53741,C,0.19922045
97776,C,0.42266658
40442,C,0.5395868
25357,C,0.41442367
61218,C,0.83241045
74495,C,0.6241143
72983,C,0.748727
81278,C,0.25690275
36349,C,0.6310376
43323,C,0.43394682
97098,C,0.30712956
82526,C,0.27276447
39395,C,0.36364084
91863,C,0.48188785
76628,C,0.13599084
85464,C,0.8260385
59593,C,0.1781366
63105,C,0.4213745
47598,C,0.51030713
65272,C,0.4990716
95716,C,0.60679793
97436,C,0.5186386
29075,C,0.8884735
33790,C,0.52076507
94447,C,0.80722463
33216,C,0.672496
53700,C,0.94255227
78014,C,0.38871023
86772,C,0.36523438
64129,C,0.53439814
35112,C,0.41854626
46653,C,0.38983652
78775,C,0.69331855
54176,C,0.10961738
15803,C,0.32143998
95849,C,0.6269887
89736,C,0.72926795
74743,C,0.39203712
10599,C,0.6728083
17703,C,0.23776403
